d058.s043.t000	4) temporary housing for homeless or displaced persons.
d015.s050.t003	2) (biology) the taxonomic group whose characteristics are used to define the next higher taxon.
d015.s050.t004	4) the semantic role of the entity (usually inanimate) that the agent uses to perform an action or start a
d015.s050.t005	0) put into service; make work or employ for a particular purpose or for its inherent or natural purpose. Question
d015.s050.t006	1) extended or spread over a wide area or distance.
d015.s050.t007	3) electro-acoustic transducer that vibrates to receive or produce sound waves.
d015.s050.t008	0) a unit of length equal to one twelfth of a foot.
d015.s050.t009	0) not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest
d015.s050.t010	0) used of a single unit or thing; not two or more.
d015.s050.t011	0) a unit of length equal to one twelfth of a foot.
d015.s050.t012	0) the length of a straight line passing through the center of a circle and connecting two points on the circumference.
down.n.02_example.0	1) (American football) a complete play to advance the football.
d146.s020.t000	0) filled or abounding with fog or mist.
d146.s020.t001	0) a neutral achromatic color midway between white and black.
d146.s020.t002	0) water falling in drops from vapor condensed in the atmosphere.
d146.s020.t003	0) perceive by sight or have the power to perceive by sight.
d146.s020.t004	0) an encampment of huts (chiefly military).
d146.s020.t005	1) literal meanings; being at or having a relatively small elevation or upward extension.
d146.s020.t006	0) very small.
d146.s020.t007	0) a cabin built with logs.
d146.s020.t008	0) having narrow opening filled.
d146.s020.t009	0) water soaked soil; soft wet earthQuestion: given the following sentence: "It was a fine, still
d146.s020.t010	0) the entrance (the space in a wall) through which you enter or leave a room or building; the space
d146.s020.t011	0) an adult person who is male (as opposed to a woman).
d146.s020.t012	0) bend one's back forward from the waist on down.  (Source: Merriam-Webster Dictionary
d146.s020.t013	4) reach a destination; arrive by movement or progress.
d146.s020.t014	0) a protective covering that covers or forms the top of a building.
d146.s020.t015	8) a material used for covering or lining, especially a lightweight fabric used for making curtains, awnings, or tents
d146.s020.t016	1) place on top of.
d146.s020.t017	0) any of the larger branches of a tree.
d146.s020.t018	1) a stout length of sawn timber; made in a wide variety of sizes and used for many purposes.
d146.s020.t019	0) very hard unsalted biscuit or bread; a former ship's staple.  (Note: This definition is
d146.s020.t020	0) a (usually rectangular) container; may have a lid.
d146.s020.t021	0) a rail that is split from a log.
d146.s020.t022	1) easily irritated or annoyed.
d146.s020.t023	0) a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof
d146.s020.t024	1) a small thin branch of a tree.
d146.s020.t025	0) free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet.
d146.s020.t026	0) water soaked soil; soft wet earth.
d001.s049.t000	0) a human being.
d001.s049.t001	3) have an existence, be extant.
d001.s049.t002	0) time for Earth to make a complete rotation on its axisQuestion: given the following sentence: "The first
d001.s049.t003	0) a human being.
d001.s049.t004	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d001.s049.t005	0) able to act at will; not hampered; not under compulsion or restraint.
d029.s011.t000	0) clear or deep perception of a situation.
d029.s011.t001	0) the essential qualities or characteristics by which something is recognized.
d029.s011.t002	0) the products of human creativity; works of art collectivelyQuestion: given the following sentence: "`` The sound
d029.s011.t003	0) have the quality of being; (copula, used with an adjective or a predicate noun). 13.
d029.s011.t004	0) of a quantity not able to fulfill a need or requirement.
d029.s011.t005	0) performed comprehensively and completely.
d029.s011.t006	1) the rational investigation of questions about existence and knowledge and ethics.
d029.s011.t007	0) the products of human creativity; works of art collectively.
d029.s011.t008	0) beyond or deviating from the usual or expected.
d029.s011.t009	0) undisputed credibility.
d029.s011.t010	1) some point or period in time.
d029.s011.t011	1) an era of history having some distinctive feature.
d029.s011.t012	1) consider obligatory; request and expect. Question: given the following sentence: "The sound of bells is a
d029.s011.t013	10) receive willingly something given or offered.
d029.s011.t014	0) in a serious manner.
d029.s011.t015	1) be the cause or source of. Question: given the following sentence: "The artist's use of color
d029.s011.t016	1) grounds for feeling hopeful about the future.
d029.s011.t017	0) precisely as stated.
d029.s011.t018	1) the choicest or most essential or most vital part of some idea or experience.  #### Information: ####
d029.s011.t019	0) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d029.s011.t020	0) well grounded in logic or truth or having legal force.
d029.s011.t021	0) a subdivision of a written work; usually numbered and titled.
d029.s011.t022	1) the rational investigation of questions about existence and knowledge and ethics.  Final Answer: The final answer is 1
d029.s011.t023	0) the products of human creativity; works of art collectively. Question: given the following sentence: "`` It
d029.s011.t024	1) communicate or express by writing.
pack.v.01_example.0	0) arrange in a container.
d101.s040.t000	0) the actors in a play.
d160.s069.t000	6) a particular kind or species of matter with uniform properties.Question: given the following sentence: "The ``T
d160.s069.t001	0) a surface-active chemical widely used in industry and laundering.
d160.s069.t002	0) chemical agent capable of activity.  (Note: The word "actives" is likely a technical term in
d160.s069.t003	0) in addition.
d160.s069.t004	0) have a tendency or disposition to do or be something; be inclined.
d160.s069.t005	0) with strength or in a strong manner.
d160.s069.t006	0) take up a liquid or a gas either by adsorption or by absorption.
d160.s069.t007	0) similar to or containing or dissolved in water.  (Note: the word "aqueous" is an adjective
d160.s069.t008	0) a means or instrumentality for storing or communicating information.
d160.s069.t009	1) the extended two-dimensional outer boundary of a three-dimensional object.
d160.s069.t010	0) not the same one or ones already mentioned or implied; - the White Queen.
d160.s069.t011	2) having a common boundary or edge; abutting; touching.
d160.s069.t012	1) (physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical
lie.v.05_example.1	4) tell an untruth; pretend with intent to deceive.
d127.s028.t000	0) a dramatic work intended for performance by actors on a stage.
d127.s028.t001	0) a building where theatrical performances or motion-picture shows can be presented.
d127.s028.t002	0) a performance of music by players or singers not involving theatrical staging.
d127.s028.t003	2) a large room for gatherings or entertainment.
d127.s028.t004	0) have or possess, either in a concrete or an abstract sense.
d127.s028.t005	0) (of a number) having a fixed and unchanging value.  (Note: The word "fixed"
d127.s028.t006	6) a reading of a point in time as given by a clock.
d127.s028.t007	6) a reading of a point in time as given by a clock.
d127.s028.t008	2) decide upon or fix definitely.
d127.s028.t009	2) someone who supervises the actors and directs the action in the production of a show.  |  |:
d127.s028.t010	2) a theatrical performer.  Final Answer: The final answer is 2) a theatrical performer. I hope it
d127.s028.t011	0) the person who leads a musical group.
d127.s028.t012	0) someone who plays a musical instrument (as a profession). Question: given the following sentence: "The drama
