d058.s043.t000	shelter.n.h.01.
d132.s007.t007	history.n.h.01.
d163.s057.t000	economic.a.h.01.
d163.s057.t001	toll.n.h.01.
d163.s057.t002	device.n.h.01.
d163.s057.t003	quack.n.h.01.
d163.s057.t004	be.v.h.01.
d163.s057.t005	important.a.h.01.
d163.s057.t006	course.r.h.01.
d070.s090.t000	wait.v.h.01.
d070.s090.t001	pitcher.n.h.02.
d070.s090.t002	yell.v.h.01.
d070.s090.t003	back.r.h.01.
d078.s002.t000	twist.n.h.01.
d078.s002.t001	lie.v.h.01.
d078.s002.t002	use.v.h.01.
d078.s002.t003	person.n.h.01.
d078.s002.t004	voice.n.h.01.
d078.s002.t005	soundtrack.n.h.01.
d078.s002.t006	leading_man.n.h.01.
d078.s002.t007	person.n.h.01.
d078.s002.t008	mouth.v.h.01.
d078.s002.t009	words.n.h.01.
d176.s001.t000	certainly.r.h.01.
d176.s001.t001	non.r.h.01.
d176.s001.t002	location.n.h.01.
d176.s001.t003	play.v.h.01.
d176.s001.t004	countless.a.h.01.
d176.s001.t005	recital.n.h.01.
d176.s001.t006	thursday.n.h.01.
d176.s001.t007	night.n.h.01.
d176.s001.t008	celebrate.v.h.01.
d176.s001.t009	20th.a.h.01.
d176.s001.t010	season.n.h.01.
d176.s001.t011	group.n.h.01.
d176.s001.t012	play.v.h.01.
d176.s001.t013	ain.a.h.01.
d176.s001.t014	slashing.a.h.01.
d176.s001.t015	demon-ridden.a.h.01.
d176.s001.t016	cadenza.n.h.01.
d176.s001.t017	melt.v.h.01.
d176.s001.t018	high.a.h.01.
d176.s001.t019	pale.a.h.01.
d176.s001.t020	pure.a.h.01.
d176.s001.t021	lovely.a.h.01.
d176.s001.t022	song.n.h.02.
d176.s001.t023	violinist.n.h.01.
d176.s001.t024	unlock.v.h.01.
d176.s001.t025	heart.n.h.01.
d176.s001.t026	music.n.h.01.
d176.s001.t027	forever.r.h.01.
d176.s001.t028	find.v.h.01.
d176.s001.t029	closed.a.h.01.
d015.s020.t000	most.r.h.01.
d015.s020.t001	likely.a.h.01.
d015.s020.t002	producer.n.h.01.
d015.s020.t003	detectable.a.h.01.
d015.s020.t004	radio.n.h.01.
d015.s020.t005	line.n.h.01.
d015.s020.t006	spectrum.n.h.01.
d015.s020.t007	be.v.h.01.
d015.s020.t008	light.a.h.01.
d015.s020.t009	diatomic.a.h.01.
d015.s020.t010	hydride.n.h.01.
d015.s020.t011	somewhat.r.h.01.
d015.s020.t012	less.r.h.01.
d015.s020.t013	likely.a.h.01.
d015.s020.t014	source.n.h.01.
d015.s020.t015	be.v.h.01.
d015.s020.t016	heavy.a.h.01.
d015.s020.t017	hydride.n.h.01.
bank.n.01_example.0	bank.n.h.01.
d137.s036.t000	2.a.h.01.
d137.s036.t001	revenue_enhancement.n.h.01.
d137.s036.t002	revision.n.h.01.
d137.s036.t003	bill.n.h.02.
d137.s036.t004	pass.v.h.01.
d167.s072.t000	one.a.h.01.
d167.s072.t001	week.n.h.01.
d167.s072.t002	convention.n.h.01.
d167.s072.t003	person.n.h.01.
d167.s072.t004	porch.n.h.01.
d167.s072.t005	country.n.h.04.
d167.s072.t006	home.n.h.01.
d167.s072.t007	hudson.n.h.03.
d167.s072.t008	gaze.v.h.01.
d167.s072.t009	opposite.a.h.01.
d167.s072.t010	shore.n.h.01.
d147.s057.t000	strawberry.n.h.01.
d147.s057.t001	dec.n.h.01.
d147.s057.t002	pansy.n.h.01.
d147.s057.t003	be.v.h.01.
d147.s057.t004	far.r.h.01.
d147.s057.t005	more.r.h.01.
d147.s057.t006	exciting.a.h.01.
d147.s057.t007	feb.n.h.01.
d147.s057.t008	may.n.h.01.
d031.s027.t000	thus.r.h.01.
d031.s027.t001	context.n.h.01.
d031.s027.t002	be.v.h.01.
d031.s027.t003	discussion.n.h.01.
d031.s027.t004	snow.n.h.02.
d031.s027.t005	mention.n.h.01.
d031.s027.t006	local.a.h.01.
d031.s027.t007	condition.n.h.01.
d031.s027.t008	be.v.h.01.
d031.s027.t009	new.a.h.01.
d031.s027.t010	dominant.a.h.01.
d031.s027.t011	stress.n.h.01.
d031.s027.t012	probably.r.h.01.
d031.s027.t013	be.v.h.01.
d031.s027.t014	here.r.h.01.
d031.s027.t015	rarely.r.h.01.
d031.s027.t016	snow.v.h.01.
d031.s027.t017	here.r.h.01.
d031.s027.t018	context.n.h.01.
d031.s027.t019	be.v.h.01.
d031.s027.t020	discussion.n.h.01.
d031.s027.t021	local.a.h.01.
d031.s027.t022	atmospheric_condition.n.h.01.
d031.s027.t023	mention.n.h.01.
d031.s027.t024	snow.n.h.02.
d031.s027.t025	dominant.a.h.01.
d031.s027.t026	stress.n.h.01.
d031.s027.t027	probably.r.h.01.
d031.s027.t028	be.v.h.01.
d031.s027.t029	snow.v.h.01.
death.n.05_example.1	last.n.h.01.
d170.s034.t000	see.v.h.01.
d170.s034.t001	completely.r.h.01.
d170.s034.t002	masculine.a.h.01.
d170.s034.t003	evidently.r.h.01.
d170.s034.t004	virile.a.h.01.
d170.s034.t005	man.n.h.01.
d170.s034.t006	perform.v.h.01.
d170.s034.t007	incredible.a.h.01.
d170.s034.t008	grace.n.h.02.
d256.s005.t000	recount.v.h.01.
d256.s005.t001	furnish.v.h.01.
d256.s005.t002	be.v.h.01.
d050.s081.t000	mean.v.h.01.
d050.s081.t001	rattlesnake.n.h.01.
d050.s081.t002	gag.n.h.02.
d165.s024.t000	express.v.h.01.
d165.s024.t001	remark.n.h.01.
d165.s024.t002	be.v.h.01.
d165.s024.t003	go_on.v.h.01.
d165.s024.t004	time.n.h.01.
d165.s024.t005	course.r.h.01.
d165.s024.t006	non.r.h.01.
d165.s024.t007	exist.v.h.01.
d165.s024.t008	come_on.v.h.01.
d165.s024.t009	scene.n.h.01.
d140.s001.t000	thin.a.h.01.
d140.s001.t001	leg.n.h.01.
d140.s001.t002	twitch.v.h.01.
d140.s001.t003	convulsively.r.h.01.
d140.s001.t004	then.r.h.01.
d140.s001.t005	person.n.h.01.
d140.s001.t006	feel.v.h.01.
d140.s001.t007	little.a.h.01.
d140.s001.t008	body.n.h.01.
d140.s001.t009	stiffen.v.h.01.
d140.s001.t010	arm.n.h.01.
d140.s001.t011	hear.v.h.01.
d140.s001.t012	one.a.h.01.
d140.s001.t013	stifled.a.h.01.
d140.s001.t014	sound.n.h.01.
d001.s030.t000	leave.v.h.01.
d001.s030.t001	gold.n.h.01.
d001.s030.t002	express.v.h.01.
d001.s030.t003	surprise.n.h.01.
d001.s030.t004	walk.v.h.01.
d001.s030.t005	scoop.v.h.01.
fold.v.01_example.0	fold.v.h.01.
d324.s061.t000	baptise.v.h.01.
d324.s061.t001	go_up.v.h.01.
d324.s061.t002	open.v.h.01.
d324.s061.t003	see.v.h.01.
d324.s061.t004	descend.v.h.01.
d324.s061.t005	light.v.h.01.
d128.s034.t000	function.n.h.01.
d128.s034.t001	religion.n.h.01.
d128.s034.t002	man.n.h.01.
d128.s034.t003	always.r.h.01.
d128.s034.t004	be.v.h.01.
d128.s034.t005	outer.a.h.01.
d128.s034.t006	social.a.h.01.
d128.s034.t007	function.n.h.01.
d128.s034.t008	community.n.h.01.
d128.s034.t009	society.n.h.01.
d289.s011.t000	file.v.h.01.
tab.n.04_example.0	tab.n.h.03.
d061.s067.t000	force.n.h.01.
d061.s067.t001	flank.v.h.01.
d061.s067.t002	company.n.h.01.
d061.s067.t003	take_up.v.h.01.
d061.s067.t004	position.n.h.01.
d061.s067.t005	hill.n.h.06.
d061.s067.t006	rear.n.h.01.
d119.s009.t000	be.v.h.01.
d119.s009.t001	public.a.h.01.
d119.s009.t002	park.n.h.02.
d119.s009.t003	city.n.h.01.
d119.s009.t004	ordinance.n.h.01.
d119.s009.t005	statue.n.h.01.
d119.s009.t006	crawl.v.h.01.
d088.s009.t000	true.a.h.01.
d088.s009.t001	first.a.h.01.
d088.s009.t002	collage.n.h.01.
d088.s009.t003	look.v.h.01.
d088.s009.t004	more.a.h.01.
d088.s009.t005	analytical_cubism.n.h.01.
d088.s009.t006	person.n.h.01.
d088.s009.t007	confirm.v.h.01.
d088.s009.t008	date.n.h.01.
d088.s009.t009	assign.v.h.01.
d158.s044.t000	state_department.n.h.01.
d158.s044.t001	official.n.h.01.
d158.s044.t002	refuse.v.h.01.
d158.s044.t003	show.v.h.01.
d158.s044.t004	pass.n.h.01.
d158.s044.t005	bound.n.h.02.
d158.s044.t006	drive.v.h.01.
d158.s044.t007	2.a.h.01.
d158.s044.t008	block.n.h.01.
d158.s044.t009	location.n.h.01.
d158.s044.t010	military.a.h.01.
d158.s044.t011	escort.n.h.01.
d158.s044.t012	non.r.h.01.
d158.s044.t013	avail.v.h.01.
d069.s021.t000	fateful.a.h.01.
d069.s021.t001	day.n.h.02.
d069.s021.t002	great.a.h.01.
d069.s021.t003	wave.n.h.01.
d069.s021.t004	approach.v.h.01.
d069.s021.t005	japan.n.h.01.
d069.s021.t006	fisherman.n.h.01.
d069.s021.t007	notice.v.h.01.
d069.s021.t008	unusual.a.h.01.
d069.s021.t009	swell.n.h.01.
ruck.n.01_example.0	ruck.n.h.01.
d109.s051.t000	be.v.h.01.
d109.s051.t001	stone.n.h.02.
d109.s051.t002	tibetan.n.h.01.
d109.s051.t003	buddha.n.h.01.
d109.s051.t004	pick_up.v.h.01.
d109.s051.t005	bombay.n.h.01.
d109.s051.t006	at_times.r.h.01.
d109.s051.t007	make.v.h.01.
d109.s051.t008	merit.n.h.01.
d109.s051.t009	married_woman.n.h.01.
d109.s051.t010	garland.v.h.01.
d109.s051.t011	flower.n.h.01.
d109.s051.t012	lay.v.h.01.
d109.s051.t013	a_couple_of.a.h.01.
d109.s051.t014	penny.n.h.01.
d109.s051.t015	lap.n.h.01.
d154.s032.t000	person.n.h.01.
d154.s032.t001	have.v.h.01.
d154.s032.t002	no.a.h.01.
d154.s032.t003	doubt.n.h.01.
d154.s032.t004	person.n.h.01.
d154.s032.t005	village.n.h.01.
d154.s032.t006	burst.v.h.01.
d154.s032.t007	information.n.h.01.
d154.s032.t008	ready.a.h.01.
d154.s032.t009	impart.v.h.01.
d154.s032.t010	customary.a.h.01.
d154.s032.t011	gusto.n.h.01.
d154.s032.t012	liberally.r.h.01.
d154.s032.t013	embellish.v.h.01.
d154.s032.t014	imagination.n.h.01.
d060.s011.t000	farmer.n.h.01.
d060.s011.t001	purpose.n.h.01.
d060.s011.t002	have.v.h.01.
d060.s011.t003	feb.n.h.01.
d060.s011.t004	file.v.h.01.
d060.s011.t005	pay.v.h.01.
d060.s011.t006	revenue_enhancement.n.h.01.
d060.s011.t007	in_full.r.h.01.
d060.s011.t008	calendar_year.n.h.01.
temporal.a.03_example.0	temporal.a.h.01.
d085.s074.t000	work.v.h.01.
d085.s074.t001	2.a.h.01.
d085.s074.t002	hour.n.h.01.
d085.s074.t003	day.n.h.02.
d085.s074.t004	each.a.h.01.
d085.s074.t005	model.n.h.03.
d085.s074.t006	send.v.h.01.
d085.s074.t007	rabbi.n.h.01.
d105.s099.t000	organic.a.h.01.
d105.s099.t001	concentration.n.h.01.
d105.s099.t002	inflowing.a.h.01.
d105.s099.t003	raw.a.h.01.
d105.s099.t004	sewage.n.h.01.
d105.s099.t005	range.v.h.01.
d105.s099.t006	mg.n.h.03.
d105.s099.t007	l.n.h.01.
d105.s099.t008	average.a.h.01.
d105.s099.t009	mg.n.h.03.
d105.s099.t010	l.n.h.01.
kip.n.01_example.0	kip.n.h.01.
d089.s092.t000	engineer.n.h.01.
d089.s092.t001	frantic.a.h.01.
d089.s092.t002	attempt.n.h.01.
d089.s092.t003	achieve.v.h.01.
d089.s092.t004	maximal.a.h.01.
d089.s092.t005	dynamic.a.h.01.
d089.s092.t006	impact.n.h.01.
d089.s092.t007	deafening.a.h.01.
d089.s092.t008	brilliance.n.h.01.
d089.s092.t009	recording.n.h.01.
d089.s092.t010	sound.v.h.01.
d089.s092.t011	doctor.v.h.01.
d089.s092.t012	super.a.h.01.
d089.s092.t013	high_fidelity.n.h.01.
d066.s030.t000	end.n.h.01.
d066.s030.t001	work.n.h.01.
d066.s030.t002	day.n.h.02.
d066.s030.t003	personnel.n.h.01.
d066.s030.t004	man.n.h.01.
d066.s030.t005	take.v.h.01.
d066.s030.t006	applicant.n.h.01.
d066.s030.t007	one_after_another.r.h.01.
d066.s030.t008	ask.v.h.01.
d066.s030.t009	sit.v.h.01.
d066.s030.t010	receptionist.n.h.01.
d066.s030.t011	desk.n.h.01.
d066.s030.t012	then.r.h.01.
d066.s030.t013	play.v.h.01.
d066.s030.t014	role.n.h.01.
d066.s030.t015	number.n.h.01.
d066.s030.t016	people.n.h.01.
d066.s030.t017	come.v.h.01.
d066.s030.t018	receptionist.n.h.01.
d066.s030.t019	number.n.h.01.
d066.s030.t020	query.n.h.01.
d066.s030.t021	number.n.h.01.
d066.s030.t022	purpose.n.h.01.
d150.s002.t000	be.v.h.01.
d150.s002.t001	very.r.h.01.
d150.s002.t002	learned.a.h.01.
d150.s002.t003	man.n.h.01.
d150.s002.t004	say.v.h.01.
d150.s002.t005	arouet.n.h.01.
d150.s002.t006	bandit.n.h.01.
d097.s073.t000	express_joy.v.h.01.
d097.s073.t001	suddenly.r.h.01.
d097.s073.t002	feel.v.h.01.
d097.s073.t003	surge.n.h.01.
d097.s073.t004	power.n.h.01.
d097.s073.t005	tell.v.h.01.
d097.s073.t006	hold.n.h.03.
d097.s073.t007	see.v.h.01.
d097.s073.t008	receive.v.h.01.
d097.s073.t009	utmost.a.h.01.
d097.s073.t010	respect.n.h.01.
d097.s073.t011	attention.n.h.01.
d173.s000.t000	worth.a.h.01.
d173.s000.t001	dwell.v.h.01.
d173.s000.t002	detail.n.h.01.
d173.s000.t003	crisis.n.h.01.
d173.s000.t004	story.n.h.01.
d173.s000.t005	bring_together.v.h.01.
d173.s000.t006	number.n.h.01.
d173.s000.t007	characteristic.a.h.01.
d173.s000.t008	element.n.h.01.
d173.s000.t009	make.v.h.01.
d173.s000.t010	curious.a.h.01.
d173.s000.t011	riddle.v.h.01.
d173.s000.t012	compound.n.h.01.
d173.s000.t013	obscurely.r.h.01.
d173.s000.t014	centrally.r.h.01.
d173.s000.t015	significant.a.h.01.
d173.s000.t016	person.n.h.01.
d173.s000.t017	work.n.h.01.
d001.s085.t000	go_on.v.h.01.
d001.s085.t001	personal.a.h.01.
d001.s085.t002	bequest.n.h.01.
d001.s085.t003	list.n.h.01.
d001.s085.t004	name.n.h.01.
d001.s085.t005	largely.r.h.01.
d001.s085.t006	unknown.a.h.01.
d090.s041.t000	be.v.h.01.
d090.s041.t001	far.r.h.01.
d090.s041.t002	more.a.h.01.
d090.s041.t003	unreconstructed.a.h.01.
d090.s041.t004	north.n.h.02.
d090.s041.t005	like.v.h.01.
d090.s041.t006	believe.v.h.01.
d007.s086.t000	then.r.h.01.
d007.s086.t001	drive.v.h.01.
d007.s086.t002	on.r.h.01.
d007.s086.t003	be.v.h.01.
d007.s086.t004	no.r.h.01.
d007.s086.t005	road.n.h.01.
d007.s086.t006	traverse.v.h.01.
d007.s086.t007	dry.a.h.01.
d007.s086.t008	rice.n.h.02.
d007.s086.t009	field.n.h.02.
d007.s086.t010	bounce.v.h.01.
d007.s086.t011	squat.a.h.01.
d007.s086.t012	earth.n.h.01.
d007.s086.t013	wall.n.h.01.
d181.s027.t000	cell.n.h.01.
d181.s027.t001	wash.v.h.01.
d181.s027.t002	3.a.h.01.
d181.s027.t003	time.n.h.01.
d181.s027.t004	saline.n.h.01.
d181.s027.t005	homo.n.h.01.
d181.s027.t006	blood_serum.n.h.01.
d181.s027.t007	add.v.h.01.
d181.s027.t008	cell.n.h.01.
d181.s027.t009	resuspend.v.h.01.
d181.s027.t010	mixture.n.h.01.
d181.s027.t011	centrifugate.v.h.01.
d181.s027.t012	1000.a.h.01.
d181.s027.t013	rev.n.h.01.
d181.s027.t014	1.a.h.01.
d181.s027.t015	min.n.h.03.
d181.s027.t016	examine.v.h.01.
d181.s027.t017	agglutination.n.h.01.
d116.s046.t000	man.n.h.01.
d116.s046.t001	stop_dead.v.h.01.
d116.s046.t002	glower.v.h.01.
d116.s046.t003	person.n.h.01.
d155.s006.t000	grand_jury.n.h.01.
d155.s006.t001	comment.v.h.01.
d155.s006.t002	number.n.h.01.
d155.s006.t003	other.a.h.01.
d155.s006.t004	topic.n.h.01.
d155.s006.t005	atlanta.n.h.01.
d155.s006.t006	location.n.h.01.
d155.s006.t007	purchasing_department.n.h.01.
d155.s006.t008	say.v.h.01.
d155.s006.t009	be.v.h.01.
d155.s006.t010	well.r.h.01.
d155.s006.t011	operate.v.h.01.
d155.s006.t012	follow.v.h.01.
d155.s006.t013	generally.r.h.01.
d155.s006.t014	practice.n.h.01.
d155.s006.t015	inure.v.h.01.
d155.s006.t016	best.a.h.01.
d155.s006.t017	interest.n.h.01.
d155.s006.t018	government.n.h.01.
d039.s080.t000	maybe.r.h.01.
d039.s080.t001	list.n.h.01.
d039.s080.t002	practice.n.h.01.
d039.s080.t003	company.n.h.01.
d039.s080.t004	help.v.h.01.
d039.s080.t005	here.r.h.01.
d143.s102.t000	age.n.h.01.
d143.s102.t001	angst.n.h.01.
d143.s102.t002	seem.v.h.01.
d143.s102.t003	more.r.h.01.
d143.s102.t004	brave.a.h.01.
d143.s102.t005	stay.v.h.01.
d143.s102.t006	earth.n.h.01.
d143.s102.t007	explore.v.h.01.
d143.s102.t008	inner.a.h.01.
d143.s102.t009	man.n.h.01.
d143.s102.t010	fly.v.h.01.
d143.s102.t011	far.r.h.01.
d143.s102.t012	sphere.n.h.01.
d143.s102.t013	sorrow.n.h.01.
d143.s102.t014	explore.v.h.01.
d143.s102.t015	outer_space.n.h.01.
semeval2013.d001.s000.t001	israel.n.h.02.
d120.s089.t000	be.v.h.01.
d120.s089.t001	find.v.h.01.
d120.s089.t002	loophole.n.h.01.
d120.s089.t003	person.n.h.01.
d120.s089.t004	be.v.h.01.
d120.s089.t005	one.a.h.01.
d120.s089.t006	golf_player.n.h.01.
d120.s089.t007	know.v.h.01.
d120.s089.t008	code.n.h.01.
d120.s089.t009	thoroughly.r.h.01.
d120.s089.t010	man.n.h.01.
d120.s089.t011	write.v.h.01.
d120.s089.t012	book.n.h.01.
d262.s070.t000	trace.v.h.01.
d262.s070.t001	seep.v.h.01.
d262.s070.t002	tend.v.h.02.
d262.s070.t003	hide.v.h.01.
d104.s002.t000	man.n.h.01.
d104.s002.t001	also.r.h.01.
d104.s002.t002	injure.v.h.01.
d104.s002.t003	secondarily.r.h.01.
d104.s002.t004	damage.n.h.01.
d104.s002.t005	food.n.h.01.
d104.s002.t006	crop.n.h.01.
d104.s002.t007	domestic_animal.n.h.01.
d098.s065.t000	double.a.h.01.
d098.s065.t001	meaning.n.h.01.
d098.s065.t002	anatomical.n.h.01.
d098.s065.t003	make.v.h.01.
d098.s065.t004	familiar.a.h.01.
d098.s065.t005	vaudeville.n.h.01.
d098.s065.t006	device.n.h.01.
d098.s065.t007	gag.n.h.02.
d098.s065.t008	person.n.h.01.
d098.s065.t009	person.n.h.01.
d090.s047.t000	probably.r.h.01.
d090.s047.t001	large.a.h.01.
d090.s047.t002	percentage.n.h.01.
d090.s047.t003	virginian.n.h.01.
d090.s047.t004	south_carolinian.n.h.01.
d090.s047.t005	remain.v.h.01.
d090.s047.t006	unreconstructed.a.h.01.
d090.s047.t007	elsewhere.r.h.01.
d090.s047.t008	georgia.n.h.01.
d090.s047.t009	north_carolina.n.h.01.
d090.s047.t010	al.n.h.05.
d090.s047.t011	follow.v.h.01.
d090.s047.t012	along.r.h.01.
d180.s071.t000	person.n.h.01.
d180.s071.t001	know.v.h.01.
d180.s071.t002	but.r.h.01.
d180.s071.t003	remark.v.h.01.
d180.s071.t004	person.n.h.01.
d180.s071.t005	all-out.a.h.01.
d180.s071.t006	guy.n.h.02.
d180.s071.t007	play.v.h.01.
d180.s071.t008	right_field.n.h.01.
d180.s071.t009	day.n.h.02.
d180.s071.t010	pop.v.h.01.
d180.s071.t011	clubhouse.n.h.01.
d137.s045.t000	adverse.a.h.01.
d137.s045.t001	vote.n.h.01.
d137.s045.t002	keep.v.h.01.
d137.s045.t003	group.n.h.01.
d137.s045.t004	bill.n.h.02.
d137.s045.t005	order.v.h.01.
d137.s045.t006	referendum.n.h.01.
d137.s045.t007	apr.n.h.01.
d137.s045.t008	4.n.h.01.
d137.s045.t009	ballot.n.h.01.
d137.s045.t010	lone-star_state.n.h.01.
d137.s045.t011	vote.v.h.01.
d137.s045.t012	u.s..n.h.01.
d137.s045.t013	senator.n.h.01.
d039.s019.t000	ask.v.h.01.
d039.s019.t001	institution.n.h.01.
d039.s019.t002	most.r.h.01.
d039.s019.t003	need.v.h.01.
d039.s019.t004	correction.n.h.01.
d039.s019.t005	say.v.h.01.
d039.s019.t006	corporation.n.h.01.
d039.s019.t007	exist.v.h.01.
d039.s019.t008	america.n.h.01.
d039.s019.t009	today.n.h.01.
d055.s047.t000	initiate.v.h.01.
d055.s047.t001	second.a.h.01.
d055.s047.t002	step.n.h.01.
d055.s047.t003	glossary.n.h.01.
d055.s047.t004	lookup.n.h.01.
d055.s047.t005	connect.v.h.01.
d055.s047.t006	information.n.h.01.
d055.s047.t007	cell.n.h.01.
d055.s047.t008	form.n.h.01.
d055.s047.t009	text.n.h.01.
d055.s047.t010	form.n.h.01.
d055.s047.t011	list.n.h.01.
d055.s047.t012	dictionary.n.h.01.
d055.s047.t013	form.n.h.01.
d032.s087.t000	and_so.r.h.01.
d032.s087.t001	come.v.h.01.
d032.s087.t002	water.n.h.01.
d032.s087.t003	non.r.h.01.
d032.s087.t004	rain.n.h.01.
d032.s087.t005	solid.a.h.01.
d032.s087.t006	sheet.n.h.01.
d032.s087.t007	sluice.v.h.01.
d032.s087.t008	down.r.h.01.
d032.s087.t009	water.n.h.01.
d032.s087.t010	slop.v.h.01.
d032.s087.t011	bucket.n.h.01.
subject.n.06_example.1	case.n.h.01.
d042.s041.t000	adjectival.a.h.01.
d042.s041.t001	meaning.n.h.01.
d042.s041.t002	show.v.h.01.
d042.s041.t003	comparatively.r.h.01.
d042.s041.t004	low.a.h.01.
d042.s041.t005	retentiveness.n.h.01.
d042.s041.t006	stem.n.h.01.
d042.s041.t007	be.v.h.01.
d042.s041.t008	confident.a.h.01.
d042.s041.t009	prove.v.h.01.
d042.s041.t010	be.v.h.01.
d042.s041.t011	case.n.h.01.
d042.s041.t012	most.a.h.01.
d042.s041.t013	language.n.h.01.
d042.s041.t014	basic.a.h.01.
d042.s041.t015	list.n.h.01.
d042.s041.t016	include.v.h.01.
d042.s041.t017	15.a.h.01.
d042.s041.t018	pct.n.h.01.
d042.s041.t019	unstable.a.h.01.
d042.s041.t020	form.n.h.01.
d042.s041.t021	only.r.h.01.
d042.s041.t022	8.a.h.01.
d042.s041.t023	pct.n.h.01.
d042.s041.t024	animal.n.h.01.
d042.s041.t025	plant.n.h.01.
d042.s041.t026	replace.v.h.01.
d042.s041.t027	much.r.h.01.
d042.s041.t028	more.r.h.01.
d042.s041.t029	slowly.r.h.01.
d094.s062.t000	mass-spectrometric.a.h.01.
d094.s062.t001	analysis.n.h.01.
d094.s062.t002	gas.n.h.01.
d094.s062.t003	evolve.v.h.01.
d094.s062.t004	heat.v.h.01.
d094.s062.t005	c.n.h.03.
d094.s062.t006	indicate.v.h.01.
d094.s062.t007	nitrogen_oxide.n.h.01.
d094.s062.t008	water_vapor.n.h.01.
d032.s000.t000	be.v.h.01.
d032.s000.t001	west.n.h.04.
d032.s000.t002	sabine.n.h.01.
d185.s101.t000	next.a.h.01.
d185.s101.t001	person.n.h.01.
d185.s101.t002	person.n.h.01.
d185.s101.t003	teach.v.h.01.
d185.s101.t004	person.n.h.01.
d185.s101.t005	be.v.h.01.
d185.s101.t006	grass.n.h.02.
d185.s101.t007	greenhorn.n.h.01.
d185.s101.t008	rush.v.h.01.
d185.s101.t009	location.n.h.01.
d185.s101.t010	10.a.h.01.
d185.s101.t011	year.n.h.01.
d185.s101.t012	ago.r.h.01.
d185.s101.t013	month.n.h.01.
d185.s101.t014	help.v.h.01.
d185.s101.t015	group.n.h.01.
d185.s101.t016	win.v.h.01.
d185.s101.t017	dramatic.a.h.01.
d185.s101.t018	pennant.n.h.01.
d098.s056.t000	slip.n.h.01.
d098.s056.t001	be.v.h.01.
d098.s056.t002	so-called.a.h.01.
d098.s056.t003	ambiguous.a.h.01.
d098.s056.t004	english.n.h.01.
d098.s056.t005	always.r.h.01.
d098.s056.t006	seem.v.h.01.
d098.s056.t007	refer.v.h.01.
d098.s056.t008	person.n.h.01.
d098.s056.t009	anatomy.n.h.01.
d098.s056.t010	never.r.h.01.
d098.s056.t011	quite.r.h.01.
d098.s056.t012	mean.v.h.01.
d098.s056.t013	seem.v.h.01.
d098.s056.t014	say.v.h.01.
d129.s079.t000	person.n.h.01.
d129.s079.t001	write.v.h.01.
d129.s079.t002	sex_activity.n.h.01.
d129.s079.t003	feb.n.h.01.
d129.s079.t004	young.n.h.04.
d129.s079.t005	bear.v.h.01.
d129.s079.t006	march.n.h.01.
d142.s063.t000	a_couple_of.a.h.01.
d142.s063.t001	tip.n.h.03.
d142.s063.t002	run_down.v.h.01.
d142.s063.t003	aught.n.h.01.
d142.s063.t004	promising.a.h.01.
d160.s042.t000	miscellaneous.a.h.01.
d160.s042.t001	soil.n.h.01.
d160.s042.t002	primarily.r.h.01.
d160.s042.t003	include.v.h.01.
d160.s042.t004	sticky.a.h.01.
d160.s042.t005	substance.n.h.01.
d160.s042.t006	liquid.n.h.01.
d160.s042.t007	evaporate.v.h.01.
d160.s042.t008	leave.v.h.01.
d160.s042.t009	residue.n.h.01.
d071.s054.t000	new.a.h.01.
d071.s054.t001	atmosphere.n.h.01.
d071.s054.t002	urgency.n.h.01.
d071.s054.t003	washington.n.h.04.
d071.s054.t004	week.n.h.01.
d058.s049.t000	illustration.n.h.01.
d058.s049.t001	fig.n.h.03.
d058.s049.t002	11.n.h.01.
d058.s049.t003	show.v.h.01.
d058.s049.t004	shelter.n.h.01.
d058.s049.t005	roof.n.h.01.
d058.s049.t006	ground_level.n.h.01.
d058.s049.t007	mounded_over.a.h.01.
base.n.18_example.0	base.n.h.01.
d107.s036.t000	may.n.h.01.
d107.s036.t001	very.r.h.01.
d107.s036.t002	large.a.h.01.
d107.s036.t003	increase.n.h.01.
d107.s036.t004	occur.v.h.01.
d107.s036.t005	mass.n.h.02.
d107.s036.t006	next.a.h.01.
d107.s036.t007	2.a.h.01.
d107.s036.t008	day.n.h.02.
d107.s036.t009	impact.n.h.01.
d107.s036.t010	rate.n.h.01.
d107.s036.t011	be.v.h.01.
d107.s036.t012	next.a.h.01.
d107.s036.t013	9.a.h.01.
d107.s036.t014	day.n.h.02.
d107.s036.t015	impact.n.h.01.
d107.s036.t016	rate.n.h.01.
d107.s036.t017	be.v.h.01.
d107.s036.t018	person.n.h.01.
d056.s011.t000	increase.v.h.01.
d056.s011.t001	rate.n.h.01.
d056.s011.t002	gain.n.h.01.
d056.s011.t003	ameliorate.v.h.01.
d056.s011.t004	feed.n.h.01.
d056.s011.t005	efficiency.n.h.01.
d056.s011.t006	feed.v.h.01.
d056.s011.t007	10.a.h.01.
d056.s011.t008	25.a.h.01.
d056.s011.t009	g.n.h.08.
d056.s011.t010	ton.n.h.01.
d056.s011.t011	complete.a.h.01.
d056.s011.t012	feed.n.h.01.
d008.s167.t000	present.a.h.01.
d008.s167.t001	scene.n.h.01.
d008.s167.t002	dead.a.h.01.
d008.s167.t003	man.n.h.01.
d008.s167.t004	be.v.h.01.
d008.s167.t005	indeed.r.h.01.
d008.s167.t006	person.n.h.01.
d008.s167.t007	be.v.h.01.
d008.s167.t008	person.n.h.01.
